article_id,model,strategy,is_valid,syntax_errors,precision,recall,f1_score,true_positives,false_positives,false_negatives,tp_core,fp_core,fn_core,precision_core,recall_core,f1_score_core,tp_policy_char,fp_policy_char,fn_policy_char,precision_policy_char,recall_policy_char,f1_score_policy_char,tp_compliance_char,fp_compliance_char,fn_compliance_char,precision_compliance_char,recall_compliance_char,f1_score_compliance_char,tp_actor,fp_actor,fn_actor,precision_actor,recall_actor,f1_score_actor,tp_other,fp_other,fn_other,precision_other,recall_other,f1_score_other,tp_time,fp_time,fn_time,precision_time,recall_time,f1_score_time,property_precision,property_recall,property_f1_score,property_true_positives,property_false_positives,property_false_negatives,property_diversity,class_precision,class_recall,class_f1_score,class_true_positives,class_false_positives,class_false_negatives,entity_precision,entity_recall,entity_f1_score,entity_true_positives,entity_false_positives,entity_false_negatives,ontology_consistency_score,constraint_violations,constraint_violations_by_type,ontology_conforms,ground_truth_triple_count,rel_contains_instrument_precision_contains_instrument,rel_contains_instrument_recall_contains_instrument,rel_contains_instrument_f1_score_contains_instrument,rel_contains_instrument_true_positives_contains_instrument,rel_contains_instrument_false_positives_contains_instrument,rel_contains_instrument_false_negatives_contains_instrument,rel_contains_objective_precision_contains_objective,rel_contains_objective_recall_contains_objective,rel_contains_objective_f1_score_contains_objective,rel_contains_objective_true_positives_contains_objective,rel_contains_objective_false_positives_contains_objective,rel_contains_objective_false_negatives_contains_objective,rel_contains_monitoring_form_precision_contains_monitoring_form,rel_contains_monitoring_form_recall_contains_monitoring_form,rel_contains_monitoring_form_f1_score_contains_monitoring_form,rel_contains_monitoring_form_true_positives_contains_monitoring_form,rel_contains_monitoring_form_false_positives_contains_monitoring_form,rel_contains_monitoring_form_false_negatives_contains_monitoring_form,rel_contains_sanctioning_form_precision_contains_sanctioning_form,rel_contains_sanctioning_form_recall_contains_sanctioning_form,rel_contains_sanctioning_form_f1_score_contains_sanctioning_form,rel_contains_sanctioning_form_true_positives_contains_sanctioning_form,rel_contains_sanctioning_form_false_positives_contains_sanctioning_form,rel_contains_sanctioning_form_false_negatives_contains_sanctioning_form,rel_addresses_precision_addresses,rel_addresses_recall_addresses,rel_addresses_f1_score_addresses,rel_addresses_true_positives_addresses,rel_addresses_false_positives_addresses,rel_addresses_false_negatives_addresses,triple_count,file_size,cleaned,fixed_jsonld,file_name,syntax_error_message,file_path
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,qwen2.5:32b,zero-shot,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3532,False,False,32012L0027_qwen2.5:32b_zero-shot_20250421_012939.ttl,"at line 74 of <>:
Bad syntax (']' expected) at ^ in:
""...b'r ""2014""^^xsd:gYear ;\n        pol:endYear ""2020""^^xsd:gYear '^b'.'""",experiment-1/results/EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07/32012L0027_qwen2.5:32b_zero-shot_20250421_012939.ttl
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,qwen2.5:32b,few-shot,True,0,0.0,0.0,0.0,0,27,37,0,3,0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0,37,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.07142857142857142,0.3333333333333333,0.11764705882352941,1,13,2,14,0.0,0.0,0.0,0,25,14,0.0,0.0,0.0,0,10,13,1.0,0,{},True,37,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37,3881,False,False,32012L0027_qwen2.5:32b_few-shot_20250421_013421.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,qwen2.5:32b,one-shot,True,0,0.0,0.0,0.0,0,27,56,0,3,0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0,56,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.07142857142857142,0.16666666666666666,0.1,1,13,5,14,0.0,0.0,0.0,0,25,8,0.0,0.0,0.0,0,10,14,1.0,0,{},True,56,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56,4796,False,False,32012L0027_qwen2.5:32b_one-shot_20250421_013033.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,qwen2.5-coder:32b,zero-shot,True,0,0.0,0.0,0.0,0,27,35,0,3,0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0,35,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.07142857142857142,0.2,0.10526315789473682,1,13,4,14,0.0,0.0,0.0,0,25,14,0.0,0.0,0.0,0,10,12,1.0,0,{},True,35,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35,3532,False,False,32012L0027_qwen2.5-coder:32b_zero-shot_20250421_134407.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,qwen2.5-coder:32b,few-shot,True,0,0.0,0.0,0.0,0,27,38,0,3,0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0,38,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.07142857142857142,0.25,0.11111111111111112,1,13,3,14,0.0,0.0,0.0,0,25,14,0.0,0.0,0.0,0,10,13,1.0,0,{},True,38,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38,4166,False,False,32012L0027_qwen2.5-coder:32b_few-shot_20250421_134553.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,qwen2.5-coder:32b,one-shot,True,0,0.0,0.0,0.0,0,27,38,0,3,0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0,38,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.07142857142857142,0.25,0.11111111111111112,1,13,3,14,0.0,0.0,0.0,0,25,14,0.0,0.0,0.0,0,10,13,1.0,0,{},True,38,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38,4166,False,False,32012L0027_qwen2.5-coder:32b_one-shot_20250421_134500.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,o3-mini-2025-01-31,zero-shot,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11526,False,False,32012L0027_o3-mini-2025-01-31_zero-shot_20250410_230547.ttl,"at line 86 of <>:
Bad syntax (expected directive or statement) at ^ in:
""...b'l:CELEX_Number ""32012L0027"" ;\n    rdfs:seeAlso <http://data.'^b'europa.eu/eli/dir/2012/27/oj> ;\n    pol:annotator ""C"", ""F"" .'...""",experiment-1/results/EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07/32012L0027_o3-mini-2025-01-31_zero-shot_20250410_230547.ttl
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,o3-mini-2025-01-31,few-shot,True,0,0.14814814814814814,0.5,0.22857142857142856,4,23,4,3,0,0,1.0,1.0,1.0,0,7,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,1,7,3,0.125,0.25,0.16666666666666666,0.42857142857142855,0.8571428571428571,0.5714285714285714,6,8,1,14,0.2,0.5555555555555556,0.29411764705882354,5,20,4,0.2,0.3333333333333333,0.25,2,8,4,1.0,0,{},True,19,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,1652,False,False,32012L0027_o3-mini-2025-01-31_few-shot_20250410_230726.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,o3-mini-2025-01-31,one-shot,True,0,0.25925925925925924,0.7,0.37837837837837834,7,20,3,3,0,0,1.0,1.0,1.0,0,7,0,0.0,0.0,0.0,1,2,0,0.3333333333333333,1.0,0.5,2,4,0,0.3333333333333333,1.0,0.5,0,0,0,0.0,0.0,0.0,1,7,3,0.125,0.25,0.16666666666666666,0.6428571428571429,1.0,0.782608695652174,9,5,0,14,0.36,0.75,0.48648648648648657,9,16,3,0.3,0.5,0.37499999999999994,3,7,3,1.0,0,{},True,21,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,21,1748,False,False,32012L0027_o3-mini-2025-01-31_one-shot_20250410_230632.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,deepseek-coder-v2:16b,zero-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,deepseek-coder-v2:16b,few-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,deepseek-coder-v2:16b,one-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,ft:gpt-4o-mini-2024-07-18:pd-berater-der-ffentlichen-hand:polianna-turtle:BOPrF1gr,zero-shot,True,0,0.8181818181818182,0.9,0.8571428571428572,9,2,1,3,0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,1.0,2,0,0,1.0,1.0,1.0,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0.0,0.0,0.0,1,1,0,0.5,1.0,0.6666666666666666,0.75,0.9,0.8181818181818182,9,3,1,12,0.8333333333333334,1.0,0.9090909090909091,10,2,0,0.75,1.0,0.8571428571428571,3,1,0,1.0,0,{},True,12,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,820,False,False,32006L0066_ft:gpt-4o-mini-2024-07-18:pd-berater-der-ffentlichen-hand:polianna-turtle:BOPrF1gr_zero-shot_20250420_232708.ttl,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,ft:gpt-4o-mini-2024-07-18:pd-berater-der-ffentlichen-hand:polianna-turtle:BOPrF1gr,few-shot,True,0,0.7272727272727273,0.8,0.761904761904762,8,3,2,3,0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,1.0,1,1,0,0.5,1.0,0.6666666666666666,2,1,2,0.6666666666666666,0.5,0.5714285714285715,0,0,0,0.0,0.0,0.0,1,1,0,0.5,1.0,0.6666666666666666,0.8333333333333334,0.9090909090909091,0.8695652173913043,10,2,1,12,0.6666666666666666,0.8888888888888888,0.761904761904762,8,4,1,0.5,0.6666666666666666,0.5714285714285715,2,2,1,1.0,0,{},True,13,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,918,False,False,32006L0066_ft:gpt-4o-mini-2024-07-18:pd-berater-der-ffentlichen-hand:polianna-turtle:BOPrF1gr_few-shot_20250420_232717.ttl,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,ft:gpt-4o-mini-2024-07-18:pd-berater-der-ffentlichen-hand:polianna-turtle:BOPrF1gr,one-shot,True,0,0.7272727272727273,0.8,0.761904761904762,8,3,2,3,0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,1.0,1,1,0,0.5,1.0,0.6666666666666666,2,1,2,0.6666666666666666,0.5,0.5714285714285715,0,0,0,0.0,0.0,0.0,1,1,0,0.5,1.0,0.6666666666666666,0.75,0.9,0.8181818181818182,9,3,1,12,0.75,1.0,0.8571428571428571,9,3,0,0.75,1.0,0.8571428571428571,3,1,0,1.0,0,{},True,12,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,818,False,False,32006L0066_ft:gpt-4o-mini-2024-07-18:pd-berater-der-ffentlichen-hand:polianna-turtle:BOPrF1gr_one-shot_20250420_232711.ttl,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,gpt-4o-2024-08-06,zero-shot,True,0,0.18181818181818182,0.25,0.2105263157894737,2,9,6,1,2,1,0.3333333333333333,0.5,0.4,0,1,0,0.0,0.0,0.0,1,1,0,0.5,1.0,0.6666666666666666,0,3,2,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.5833333333333334,0.875,0.7000000000000001,7,5,1,12,0.3333333333333333,0.6666666666666666,0.4444444444444444,4,8,2,0.25,1.0,0.4,1,3,0,1.0,0,{},True,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,1029,False,False,32006L0066_gpt-4o-2024-08-06_zero-shot_20250409_111837.ttl,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,gpt-4o-2024-08-06,few-shot,True,0,0.45454545454545453,0.7142857142857143,0.5555555555555556,5,6,2,3,0,0,1.0,1.0,1.0,0,1,0,0.0,0.0,0.0,1,1,0,0.5,1.0,0.6666666666666666,0,3,2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,1,0,0.5,1.0,0.6666666666666666,0.5833333333333334,0.875,0.7000000000000001,7,5,1,12,0.5833333333333334,0.875,0.7000000000000001,7,5,1,0.5,0.6666666666666666,0.5714285714285715,2,2,1,1.0,0,{},True,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,749,False,False,32006L0066_gpt-4o-2024-08-06_few-shot_20250409_111846.ttl,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,gpt-4o-2024-08-06,one-shot,True,0,0.6363636363636364,0.7777777777777778,0.7000000000000001,7,4,2,3,0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,1.0,1,1,0,0.5,1.0,0.6666666666666666,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0.0,0.0,0.0,1,1,0,0.5,1.0,0.6666666666666666,0.75,0.9,0.8181818181818182,9,3,1,12,0.6666666666666666,0.8888888888888888,0.761904761904762,8,4,1,0.5,0.6666666666666666,0.5714285714285715,2,2,1,1.0,0,{},True,12,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,846,False,False,32006L0066_gpt-4o-2024-08-06_one-shot_20250409_111841.ttl,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,llama3.1:70b,zero-shot,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1318,False,False,32006L0066_llama3.1:70b_zero-shot_20250410_001922.ttl,"at line 1 of <>:
Bad syntax (expected directive or statement) at ^ in:
""b''^b'turtle\n@prefix poli: <https://w3id.org/poli#> .\n@prefix skos'...""",experiment-1/results/EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25/32006L0066_llama3.1:70b_zero-shot_20250410_001922.ttl
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,llama3.1:70b,few-shot,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,280,False,False,32006L0066_llama3.1:70b_few-shot_20250410_002040.ttl,"at line 1 of <>:
Bad syntax (Prefix ""pol:"" not bound) at ^ in:
""b''^b'pol:EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25 a p'...""",experiment-1/results/EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25/32006L0066_llama3.1:70b_few-shot_20250410_002040.ttl
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,llama3.1:70b,one-shot,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2122,False,False,32006L0066_llama3.1:70b_one-shot_20250410_002023.ttl,"at line 22 of <>:
Bad syntax (Prefix ""xsd:"" not bound) at ^ in:
""...b'> a poli:Time_Compliance ;\n    poli:compliance_date ""2008-09'^b'-26""^^xsd:date ;\n    poli:annotatedText ""by 26\xc2\xa0september 20'...""",experiment-1/results/EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25/32006L0066_llama3.1:70b_one-shot_20250410_002023.ttl
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,qwen2.5:32b,zero-shot,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1216,False,False,32006L0066_qwen2.5:32b_zero-shot_20250421_020757.ttl,"at line 32 of <>:
Bad syntax (expected directive or statement) at ^ in:
""...b'  pol:inCaseOfAmendment ""without delay""^^xsd:string\n    ] .\n'^b'.'""",experiment-1/results/EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25/32006L0066_qwen2.5:32b_zero-shot_20250421_020757.ttl
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,qwen2.5:32b,few-shot,True,0,0.0,0.0,0.0,0,11,10,0,3,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,0,10,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,8,12,0.0,0.0,0.0,0,12,2,0.0,0.0,0.0,0,4,2,1.0,0,{},True,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,914,False,False,32006L0066_qwen2.5:32b_few-shot_20250421_020832.ttl,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,qwen2.5:32b,one-shot,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,905,False,False,32006L0066_qwen2.5:32b_one-shot_20250421_020815.ttl,"at line 13 of <>:
Bad syntax (']' expected) at ^ in:
""...b' them."""""" ;\n    pol:notificationDate ""2008-09-26""^^xsd:date '^b'.\n] .'""",experiment-1/results/EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25/32006L0066_qwen2.5:32b_one-shot_20250421_020815.ttl
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,qwen2.5-coder:32b,zero-shot,True,0,0.0,0.0,0.0,0,11,5,0,3,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,0,5,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.08333333333333333,0.2,0.11764705882352941,1,11,4,12,0.0,0.0,0.0,0,12,2,0.0,0.0,0.0,0,4,1,1.0,0,{},True,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,784,False,False,32006L0066_qwen2.5-coder:32b_zero-shot_20250421_142734.ttl,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,qwen2.5-coder:32b,few-shot,True,0,0.0,0.0,0.0,0,11,11,0,3,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,0,11,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.08333333333333333,0.1111111111111111,0.09523809523809525,1,11,8,12,0.0,0.0,0.0,0,12,5,0.0,0.0,0.0,0,4,1,1.0,0,{},True,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,932,False,False,32006L0066_qwen2.5-coder:32b_few-shot_20250421_142807.ttl,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,qwen2.5-coder:32b,one-shot,True,0,0.0,0.0,0.0,0,11,11,0,3,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,0,11,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.08333333333333333,0.1111111111111111,0.09523809523809525,1,11,8,12,0.0,0.0,0.0,0,12,5,0.0,0.0,0.0,0,4,1,1.0,0,{},True,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,932,False,False,32006L0066_qwen2.5-coder:32b_one-shot_20250421_142750.ttl,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,o3-mini-2025-01-31,zero-shot,True,0,0.0,0.0,0.0,0,11,7,0,3,1,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,0,6,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.1111111111111111,1,11,5,12,0.08333333333333333,0.5,0.14285714285714285,1,11,1,0.0,0.0,0.0,0,4,1,1.0,0,{},True,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1107,False,False,32006L0066_o3-mini-2025-01-31_zero-shot_20250410_230751.ttl,File not generated or found,
